Datetime,Tweet,Sentiment,Spam
2021-10-24 04:20:00+00:00,Itb! Setelah masuk itb makin cakep atau makin jelek? Gua makin buriqq 🥴,-1,0
2021-10-24 03:30:00+00:00,itb! ketahanan konten sejak zaman antah barantah https://t.co/sADbsBxLJO,0,0
2021-10-24 02:00:00+00:00,"Itb! Disini ada nggak sih yg orang tuanya suka ngerasa bener sendiri, suka bandingin anak sekarang sama anak jaman dulu. Kesel, gedek, bawaannya jadi males buat kuliah online yg emang udah bikin capek",-1,0
2021-10-23 23:30:00+00:00,"itb! udh lulus ospek tes kenal angktan tp cm kenal doang ga ada yg dkt, gmn yaa caranya 👉🏻👈🏻",-1,0
2021-10-23 22:30:00+00:00,"bucin! @.watzituyaa yes, it was meant for you. https://t.co/kc1XmU2smD",0,0
2021-10-23 20:25:00+00:00,Itb! Ada yg masih melek gak? Netflixan kuy lewat discord ntar gue dm,0,0
2021-10-23 18:00:00+00:00,Bucin! Semangat ya untuk 16521*** (pokoknya ini bilangan prima) &lt;3,1,1
2021-10-23 17:35:00+00:00,"Cape ya ngecrush diem2, should i confess? bucin!",0,0
2021-10-23 17:10:00+00:00,"itb! mau nanya, bisa gasih cowo klo nongkrong ga ada rokok/vape, kayaknya mustahil deh ya",0,0
2021-10-23 17:05:00+00:00,"Bucin! A MA’18 selalu jaga kesehatan ya jgn sampe tumbang, imu.",1,1
2021-10-23 17:00:00+00:00,"Bucin! Mau curhat, punya doi anak FK tapi kayaknya dia tau stigma anak fk kl sm anak itb bakal ribut terus, jadi sampe sekarang deket doang jadian kagak",-1,0
2021-10-23 16:55:00+00:00,"Selamat ya, semoga bahagia :) bucin!",1,0
2021-10-23 16:40:00+00:00,"bucin! *****035, yang terbaik selalu untukmuu",1,1
2021-10-23 16:35:00+00:00,"Bucin! *****104, cuma mau bilang, semangat yaa",1,1
2021-10-23 16:30:00+00:00,Bucin! Pgn punya bucinan anak itb:(,-1,0
2021-10-23 16:25:02+00:00,"bucin! Anu ne...kadang heran sama laki laki, dia yang ninggalin, dia juga yang masih rajin stalking mantannya. Maunya  apa coba -_- mendokusai, ningen wa.",-1,0
2021-10-23 16:25:01+00:00,Dighosting itu ga enak ya. bucin!,-1,0
2021-10-23 16:25:01+00:00,"tidak mengejar lagi, tapi cuman mo bilang bucin! Zia Wirus '22, udah itu aja.",0,1
2021-10-23 16:25:00+00:00,bucin! cape yaa ngecrush diem2 doang gitu huft,-1,0
2021-10-23 16:10:00+00:00,"Kangen jalan di baksil bareng kamu habis lari bareng di saraga, mudah-mudahan aku bukan cuma teman lari ya. Bucin!",0,0
2021-10-23 16:05:00+00:00,"Lagu merakit yg dibawain sama kpa itb! waktu pmb 2021 beneran bikin moodbooster banget buat tetap semangat, apalagi ditambah kating² dah ada yang lulus, yok bisa yok oktober 2025!!!",1,0
2021-10-23 16:00:00+00:00,cewek confess duluan yay/nay? bucin!,0,0
2021-10-23 15:40:00+00:00,"itb! yang udah ke perpus baru-baru ini. harus masuknya lewat gerbang depan kah? soalnya kalo dulu mau ke perpus suka turun di gerbang belakang, makasih",0,0
2021-10-23 15:35:00+00:00,Bucin! A MA’18 Gmn kabarnya? Biasa kamu jd viewers paling atas di-sg aku kok hr ini blm ada tanda2 nih,0,1
2021-10-23 15:30:00+00:00,cara berlangganan menfess premium itb! gimana?,0,0
2021-10-23 15:15:02+00:00,pengen banget confess tapi takut jadi canggung:( bucin!,-1,0
2021-10-23 15:00:02+00:00,hmm familiar nih ck wkwk itb! https://t.co/PNN1Vcm38t,0,0
2021-10-23 14:55:11+00:00,"Bucin! 🧢 199**169, kalau suka confess yaaa soalnya aku juga suka kmu hehe",1,1
2021-10-23 14:55:02+00:00,Guys nonton koboy kampus deh syutingnya di itb!,0,1
2021-10-23 14:50:10+00:00,masi sering ngechat soalnya hehe:(( tapi aku pengen confess tapi tapi hiks:((  btw aku cewe,0,0
2021-10-23 14:50:08+00:00,"bucin! gais aku mo nanya. jadi gini, aku ngecrushin temen sekelasku udah lebih dari setahun, meski udah lama ga sekelas udah ga pernah ketemu, tapi tetep masi ngecrushin, menurut kalian aku confess gak ya? aku pengen banget dia tau, tapi ntar aku kehilangan satu temen:(  (cont..)",0,0
2021-10-23 14:50:01+00:00,bucin! yuk nder kapan lagi cari jodoh di pameran 🙏 https://t.co/ZUwaN2hp9u,0,1
2021-10-23 14:40:04+00:00,gimana sih cara dapet bucin! an anak itb juga. kayaknya liat orang orang mulus bgt kisah cintanya dapet bucinan sekampus gt,0,0
2021-10-23 14:40:00+00:00,Ini di saraga ya? Itb! https://t.co/PFY3kZIntR,0,0
2021-10-23 14:35:01+00:00,Ada yg mau diketuk DM nya buat nanya saran bucin! Tengkyuu,0,0
2021-10-23 14:30:00+00:00,Bucin! Pernah kepikiran gak jodoh ada di kampus?,0,0
2021-10-23 14:25:00+00:00,bucin! kamu yang tadi jalan sama cowok di borma :(,0,1
2021-10-23 14:15:01+00:00,bucin! ada yg mau DMan gak? Rep aja nanti ku ketuk dmnya,0,0
2021-10-23 14:10:03+00:00,will I never be enough for you? I'm giving you my absolute best. I love you so deeply that its start to hurts. But its still not enough. bucin!,-1,0
2021-10-23 14:10:02+00:00,Let’s talk about the itb! to therapist pipeline,0,0
2021-10-23 14:10:00+00:00,"bucin! Masih lama sih, tapi pengen valentine dapet coklat :(",0,0
2021-10-23 14:05:00+00:00,"bucin! halo kembali lagi dengan aku xixi. kak bram tb’15 tau ga bedanya rumus kimia alkana sama kamu?

Kalo alkana itu CnH2n+2
Kalo kamu itu C1n+4

btw jangan lupa makan yah kak, semangat proyekannya https://t.co/ibhAsdbMk5",1,0
2021-10-23 14:00:00+00:00,"Pantes ngilang ternyata udah ada yg baru, congrats :) bucin!",1,0
2021-10-23 13:45:00+00:00,Bucin! sama yang namanya ibnu,0,1
2021-10-23 13:40:00+00:00,Bucin! Aku boleh minjem otak kamu ga?,0,1
2021-10-23 13:25:00+00:00,bucin! gw makin cinta sama pacar gw. doain longlast ya siapapun yg baca hehe :D,1,0
2021-10-23 13:20:00+00:00,Bucin! Ada yg mau dibucinin ga?,0,0
2021-10-23 13:05:00+00:00,Kampus swastanya itb! emang Apa?,0,0
2021-10-23 13:00:00+00:00,Bucin! Wanna be my crush?,0,0
2021-10-23 12:55:02+00:00,Bucin! Kapan ya cerita perkuliahan gua ada kisah cintanya.,0,0
2021-10-23 12:55:01+00:00,"arigato! ^^ semoga bisa dapat beasiswa/pun kerja di tempat yg diinginkan, you don't know me,and please jgn dicari tau hihi, cukup jadi rahasiaku dan Allah pernah kagum ke bang Arib ^^",1,1
2021-10-23 12:55:01+00:00,"bucin! Untuk kakak idolaku dr smp,bang fakhri arib muhsin tekkim'17, i just wanna say,that..hihi, terima kasih inspirasinya. Aku bisa menang lomba krn inget abang pernah menang lomba yg sama, aku bisa masuk itb, krn pengen ketemu abangnya hehe..hontou ni iro iro  (cont..)",1,1
2021-10-23 12:50:01+00:00,Bucin! Halo Kak R gimana kabarmu? Semoga baik2 aja ya 😊,0,1
2021-10-23 12:50:00+00:00,"bucin! elu yang punya akun TakBerdoi, gua mau mengubah username twitter eluu &lt;3",0,1
2021-10-23 12:50:00+00:00,"Bucin! Semenjak putus dari lu ya elu kan wibu, gua jadi gak suka jepang dan anime plis! Kek sedih campur trauma aja gitu. Dah lah",-1,0
2021-10-23 12:45:01+00:00,"Bucin! Sky yg pake ava masker, gue gak tau lu tp lu suka muncul di komen. Semoga lu blm ada pacar ya tp kalo ada ya jd secret admirer aja haha",0,1
2021-10-23 12:45:00+00:00,"bucin! aku sm sahabat2ku diledekin suruh balikan tapi bingung ih pas pacaran dulu aku jahat bgt sama dia... gimana ya:( Mau ngucapin aja semangat TA-nya, kalau butuh responden aku siap~",0,1
2021-10-23 12:40:00+00:00,Bucin! Setuju gak sama open relationship?,0,0
2021-10-23 12:25:01+00:00,Itb! Info kos cewe deket itb dongg,0,0
2021-10-23 12:25:00+00:00,"Bucin! ITB! Hai, semuanya. Aku titip ngiklan ini ya. Makasih! 😊 https://t.co/XkBhcz4Upu",0,1
2021-10-23 12:25:00+00:00,bucin! sama mas-mas 1331603* 😔,0,1
2021-10-23 12:15:01+00:00,"itb! ada yang mau sewain motornya ga? sehari ajaa, hopeless nyari sewa motor udh pada full weekend",-1,0
2021-10-23 12:15:00+00:00,Bucin! Gue suka yang ada sky skynya,0,0
2021-10-23 12:10:01+00:00,Crush gw dah punya cw baru dong 😍 bucin!,0,0
2021-10-23 12:10:00+00:00,bucin! KSEP'20 yg munculnya cuman pas bagian ngasih tugas doang :(,-1,1
2021-10-23 12:10:00+00:00,"i want you so bad huhu, bucin!",-1,0
2021-10-23 12:05:00+00:00,"Bucin! Gw confess ke dia and he said yes pdhl perasaan dia ke gw udh gada (sempet suka jg). Tapi yg slm ini gw rasain, dia kek cuma nerima gw karna gamau kesepian aja. Perjuangin ga?",0,0
2021-10-23 11:55:00+00:00,bucin! sama 10820*** yg lagi keos megang 5 jabatan,0,1
2021-10-23 11:50:00+00:00,ka! p.s saya sudah ngefans sama ka dylan dari dulu tp sekarang makin2 :(,-1,0
2021-10-23 11:50:00+00:00,"bucin! aaaa saya mau berterima kasih kepada ka Dylan &amp; ka Nas krn telah mengenalkan saya sebuah lagu bagus &amp; menyejukkan hati. tapi, saya lebih suka versi cover kakak berdua hehe. mohon maaf saya nangis pas dengerin sambil liat liriknya T_T. sekali lagi, terima kasih  (cont..) https://t.co/dv324NMBF2",1,0
2021-10-23 11:40:00+00:00,Should I confess or should I keep? Bucin!,0,0
2021-10-23 11:30:00+00:00,Itb! YOU MAKE ME HATE THIS CITY!,-1,0
2021-10-23 11:15:00+00:00,"Itb! Gua ngerasa gagal di segala hal, terpaksa ngubur hidup2 mimpi2 gua. Idk I'm just fucking sad and empty.",-1,0
2021-10-23 11:05:32+00:00,"🗨️ Replies: 14
📎 Quoteds: 1
🔃 Retweets: 1
❤️ Likes: 4

📊 Score: 49 https://t.co/YR2OY7yHOV",0,1
2021-10-23 11:05:31+00:00,"🗨️ Replies: 27
📎 Quoteds: 2
🔃 Retweets: 2
❤️ Likes: 6

📊 Score: 93 https://t.co/LzTvgjz4P2",0,1
2021-10-23 11:05:31+00:00,"🗨️ Replies: 18
📎 Quoteds: 9
🔃 Retweets: 2
❤️ Likes: 33

📊 Score: 107 https://t.co/yNZ6OQCQCy",0,1
2021-10-23 11:05:31+00:00,"🗨️ Replies: 19
📎 Quoteds: 31
🔃 Retweets: 15
❤️ Likes: 154

📊 Score: 288 https://t.co/FaUImhYZu1",0,1
2021-10-23 11:05:30+00:00,"🗨️ Replies: 120
📎 Quoteds: 562
🔃 Retweets: 152
❤️ Likes: 980

📊 Score: 2616 https://t.co/Heps5DHtZM",0,1
2021-10-23 01:30:00+00:00,Itb! Sekarang kuota internet dari pemerintah udah engga ada lagi ya?,0,0
2021-10-23 01:25:00+00:00,Itb! Gue keseringan screenshot di laptop make snipping tool jd tombol prt sc gabisa dipake lagi pdhl dulu bisa 😭 ada yg tau cara benerinnya? Butuh buat dokum jd harus cepet gitu SSnya huhu,0,0
2021-10-23 00:50:00+00:00,"semoga uts fisika pagi hari ini dilancarkan dan diberi kemudahan, aamiin. itb!",1,0
2021-10-22 23:25:00+00:00,Itb! Ada yang belum dapet kuota kemdikbud bulan ini gak ya?,0,0
2021-10-22 20:35:00+00:00,Itb! Apakah ada yg masih bangun?,0,0
2021-10-22 19:50:00+00:00,"itb! Semangat yang besok bakal UTS, CL, nugas, dan mengerjakan segala urusan lainnya! Semoga semuanya selalu dilancarkan amin",1,0
2021-10-22 17:30:00+00:00,Rekomen gym bandung dong itb! Am out of shape,0,0
2021-10-22 17:05:00+00:00,itb! GW DRTD GABISA BERHENTI KETAWA GEGARA TWEET INI 😭 btw gws nder 🙏 https://t.co/Heps5DHtZM,0,0
2021-10-22 16:45:00+00:00,"Mohon maaf udah malem jadi pikun, maksudnya udah dibuka lagi buat civitas akademika kah kolam renang saraga?
itb! https://t.co/SIRy5QFwKL",0,0
2021-10-22 16:35:00+00:00,Kolam renang saraga itb! bisa dinikmati civitas akademika kah?,0,0
2021-10-22 15:50:00+00:00,saraga itb! udah bisa dipake buat lari kan ya? perlu bawa ktm atau apa ngga?,0,0
2021-10-22 14:50:00+00:00,"itb! dua uts, satu kuis, satu praktikum, 3 tugas dalam sehari, masih bernapas 😍😍😍😍😍😍 bernapas dengan insang",-1,0
2021-10-22 14:15:00+00:00,"Itb! Some of you don’t shower, and it shows/smells",-1,0
2021-10-22 13:10:00+00:00,"disrupt your life, some come to clear your path (❁´◡`❁) just because it's hard, doesn't mean it's impossible ^^ You can do it, semangat yuk ngelapraknya lagi!! itb!",1,0
2021-10-22 13:10:00+00:00,"seseorang yang berharga. Jadi, jangan insecure berlarut-larut dengan hal diluar kontrolmu ya, pencapaian orang, relasinya, atau bahkan privilege orang lain yang belum bisa kamu capai.. you're worthy to be loved, actually by yourself ^^ dan ingat, not all storm come to  (cont..)",1,0
2021-10-22 13:10:00+00:00,"tonight, i'm gonna write something for you:
ketika kamu merasa lelah dengan akademik, organisasi, ataupun prestasi yang ingin diraih demi lulus dan menjadi bangga dengan diri sendiri.. jangan menyerah ^^ kamu udah berusaha maksimal, dan itu udah cukup membuatmu jadi  (cont..) https://t.co/ZiypBNhi9u",1,0
2021-10-22 12:10:00+00:00,"itb! rasa kosong, malu, bersalah, stress, dan khawatir nyampur jadi satu, bingung ngilanginnya gimana",-1,0
2021-10-22 11:55:00+00:00,Itb! Siapa pick kalian di gp999? Semoga debut ya🙏🏻,0,0
2021-10-22 11:03:05+00:00,"🗨️ Replies: 3
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 2

📊 Score: 11 https://t.co/DXcKDunv6W",0,1
2021-10-22 11:03:05+00:00,"🗨️ Replies: 5
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 6

📊 Score: 21 https://t.co/llSVYElCA2",0,1
2021-10-22 11:03:04+00:00,"🗨️ Replies: 20
📎 Quoteds: 5
🔃 Retweets: 0
❤️ Likes: 7

📊 Score: 77 https://t.co/U9RTHA6ptI",0,1
2021-10-22 11:03:04+00:00,"🗨️ Replies: 16
📎 Quoteds: 3
🔃 Retweets: 5
❤️ Likes: 58

📊 Score: 117 https://t.co/enuzjsOW1h",0,1
2021-10-22 11:03:03+00:00,"🗨️ Replies: 6
📎 Quoteds: 2
🔃 Retweets: 5
❤️ Likes: 102

📊 Score: 129 https://t.co/xZEtzVR7aK",0,1
2021-10-22 10:25:00+00:00,ITB! MAJU LU MATREK GW GA TAKUT GW PUNYA ALLAH,-1,0
2021-10-22 10:20:00+00:00,Itb! Yang pacaran sesama anak itb caranya gimana sih?,0,0
2021-10-22 10:10:00+00:00,Itb! Mari peace luv and gawl yuhuu,1,0
2021-10-22 09:40:00+00:00,"pgn deh pny pcar agar khidupan ku di itb! bisa seru &amp; brewarna sprti di anime2 romcom ^^ 
*dtg ke kampus*
*gedubrakk!!*
""Aww"" *tertabrak lalu jtuh cinta
""Gomen"" 
""Y gpp""
""Yuk"" ""hehe yuk""
*pulang* 

-happy end-",1,0
2021-10-22 09:30:00+00:00,itb! haloo ada yang mau bantu like lomba posterku gakk? Votenya ditutup jam 5 ini :(( kalo ada yang mau boleh rep atau like yaa nanti ku dm. makasih bangett,0,1
2021-10-22 09:15:00+00:00,"itb! Makasih kepada UTS yang ngasih waktu istirahat, jadi bisa nangis dulu",-1,0
2021-10-22 08:40:00+00:00,Boleh ke perpus itb! Tiap hari ga? Waktu kunjungan dibatasi brp jam ya?,0,0
2021-10-22 08:30:00+00:00,"itb! someday, someone just being himself and you're fall into him. in another time, you just being yourself..and he fall in love to you. i don't looking for him right now, but he will find me in the best time that God has planned. just be the best version of you are right now. https://t.co/eZM0sNktFe",1,0
2021-10-22 08:25:00+00:00,"hi itb!  aku kira salah jurusan bisa diperbaiki, tapi semakin mengenal jurusan dan prospek kedepannya jadi makin ovt. oke, mungkin bisa lulus dengan pas-pasan. tapi setelah lulus apa? aku bisa apa?:"")",-1,0
2021-10-22 06:50:00+00:00,Ini apa y Itb! https://t.co/s4BBTyneFj,0,0
2021-10-22 06:20:00+00:00,"siang manteman TPB ITB! 21, ada yg mau bundle matcho phiwiki chempro gratis ga??diambilnya sepaket semuanya yaa bukan satuan. tp ongkir ditanggung sendiri, dikirim dr Bekasi. klo ada yg mau comment aja nanti aku DM makasii https://t.co/RhcirFDytR",0,1
2021-10-22 05:30:00+00:00,"itb! Penerapan fisdas, gua agak gmn sama aturan gol yg bola harus masuk 100%, bukannya klo udah 50% aja atau lewatin pusat massa kan 50%+1 massa bola udah masuk gawang harusnya ya gol lah, menurut kalian gmn? https://t.co/YPXiwkbHQZ",0,0
2021-10-22 05:00:00+00:00,"Itb! Statistically speaking, some of us are gomma die alone",-1,0
2021-10-22 04:20:00+00:00,"sudahi halu mu, ganyu sudah diperbudak ningguang seorang. itb! https://t.co/Heps5DHtZM",0,0
2021-10-22 04:15:02+00:00,"kan udah jam 12.00 sudah malam besok aja

Ganyu: kalau begitu berbaring lah di pangkuanku 

Gw: t-tapi

Ganyu: udah"" Gak usah malu kita kan sudah menikah kamu lupa ya?

Gw: oh iya-ya

Ganyu:sudah berbaringlah di pangkuan ku

Gue:iya... 

(Bersambung..)",0,0
2021-10-22 04:15:01+00:00,"kamu masih duduk di bangku selama 4  jam Untuk mengerjakan uts mu apa kamu tidak mau beristirahat sebentar?

Gw :iya nanti aku bakal istirahat kok tenang saja

Ganyu : bodoh.kamu itu bukan Robot beristirahat lah sejenak Aku akan membuat kan mu makanan 

Gw: gak usah ini  (cont..)",0,0
2021-10-22 04:15:01+00:00,"Kisah gw saat uts itb! kemarin

Ganyu :sayang...

Gw:iya ada apa? Kamu kok tidak tidur?

Ganyu : tidak aku ingin menunggu kamu  menyelesaikan uts mu agar kita bisa tidur bersama

Gw : uts aku masih numpuk jadi kamu tidur duluan saja.

Ganyu :ini sudah Cukup malam dan  (cont..)",0,0
2021-10-22 04:15:00+00:00,guys di itb! ada atm apa aja ya?,0,0
2021-10-22 03:10:00+00:00,"Aku sering banget lupa isi presensi di six sampai ada 2 matkul yg merah, itu masih bisa ikut ujian kan kak? 😭 itb!",-1,0
2021-10-22 01:25:00+00:00,Kolam saraga beneran udahh buka?? Itb!,0,0
2021-10-22 00:25:00+00:00,Gatau mo kirim ke siapa itb! https://t.co/kXmmi9Typy,0,0
2021-10-21 20:10:00+00:00,Itb! Perspektif kalian tentang open minded apa?,0,0
2021-10-21 18:35:00+00:00,drop foto dan kenalin binatang peliharaan kalian dong itb! lagi perlu asupan binatang-binatang lucu 😫,0,0
2021-10-21 18:05:00+00:00,Itb! Itu lagi rame isilop abuse of power.  How about abuse of power on campus 🤫🤫,-1,0
2021-10-21 16:15:00+00:00,"Kadang gue mikir kenapa gue masuk itb! ketika pas banget sbmptn ga pake ujian saintek. Ternyata ini sebabnya, untuk menunjukkan bahwa gue ga seharusnya mengambil kesempatan yang gue tau sebenernya out of my reach.",-1,0
2021-10-21 16:10:00+00:00,Itb! Ada yang punya kontak ketang SAPPK 21!,0,0
2021-10-21 15:00:00+00:00,Yang udah bisa masuk kampus mau tanya JNE dalam kampus buka ga ya? Nuhun 🙏 itb!,0,0
2021-10-21 14:30:00+00:00,Itb! Aku baru pindah ke bandung dan termasuk tipe yg susah adaptasi sm lingkungan baru. Boleh minta tips apa aja biar bisa cepet adaptasii gitu ga? Soalnya malah makin stress  😣,-1,0
2021-10-21 12:55:00+00:00,itb! just-uke yang kusuka 😌 https://t.co/4p1kuq8wn0,0,0
2021-10-21 11:50:00+00:00,itb! anak2 hmif yg ikut beasiswa Alif udh pengumuman blm si?,0,0
2021-10-21 11:20:00+00:00,itb! Maybe i was born to be alone https://t.co/JjSFvvDm15,-1,0
2021-10-21 11:04:56+00:00,"🗨️ Replies: 4
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 1

📊 Score: 13 https://t.co/nM5qdpY9nG",0,1
2021-10-21 11:04:55+00:00,"🗨️ Replies: 4
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 2

📊 Score: 14 https://t.co/ObclXCzDMq",0,1
2021-10-21 11:04:55+00:00,"🗨️ Replies: 6
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 2

📊 Score: 20 https://t.co/w4TwbiQQkk",0,1
2021-10-21 11:04:55+00:00,"🗨️ Replies: 6
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 8

📊 Score: 26 https://t.co/WO2g63RNkV",0,1
2021-10-21 11:04:55+00:00,"🗨️ Replies: 7
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 10

📊 Score: 31 https://t.co/o4oL27z7RF",0,1
2021-10-21 10:50:00+00:00,"ayo temen2 itb! ganesha ku, kita dukung sobat ganesha kita alias giring ganesha https://t.co/DQNsveY2ez",1,1
2021-10-21 10:05:00+00:00,itb! guys sharing dong rutinitas kalian bagi waktu belajar gimana aja? terus ngejalanin kegiatan lain bagi waktunya gimana? btw thanks,0,0
2021-10-21 09:30:00+00:00,di sini ada yg bpk nya single? Itb!,0,0
2021-10-21 09:15:00+00:00,Gaiss klo mau masuk ke dlm itb! Itu pake qr code di webpac aja bisa ata harus apalagi??,0,0
2021-10-21 09:10:00+00:00,"tidaaaaak,baru aja beres ujian, udah ngelaprak lagi &gt;&lt; itb! https://t.co/Tev0JyaSFO",-1,0
2021-10-21 08:35:01+00:00,"itb! halo guys mau nanya, kalian kl nyari kost gt selain di m4mikos di mana lagi yaa? thanks in advance :D",0,0
2021-10-21 08:15:00+00:00,Sharing yuuu itb! self reward setelah beres uts apa nih?,1,0
2021-10-21 07:50:00+00:00,"tanpa berharap imbalan apapun :( semangat lagi yuk, baru UTS 1 kok, perbaiki lagi di UTS 2 yeay! itb!",1,0
2021-10-21 07:50:00+00:00,".... kalau kita males-malesan kuliah, coba inget lagi, ada yg ga pernah males berjuang buat kita biar bisa bayar kuliah, kebutuhan terpenuhi, bisa belajar nyaman, walaupun finansial sedang rumit karena pandemi. bayangkan wajah leganya ngeliat anaknya lulus kuliah nanti  (cont..)",1,0
2021-10-21 06:45:00+00:00,Yg sekarang offline di bandung itu sesuai dengan jadwal praktikum offlinenya atau kuliah semuanya tpi hybrid? Itb!,0,0
2021-10-21 05:45:00+00:00,"setahun ini?:( karena denger2 kalo ga lulus yaa antara do ato tpb 2 tahun hiks:""(",-1,0
2021-10-21 05:45:00+00:00,"itb! Permisi mo numpang curcol, aku maba tpb yang merasa gangerti apa2 yang dipelajarin selama kuliah 2 bulan ini😭😭 tiap uts kuis dan segala macem aku hampir semuanya ngasal😭 nilaiku yang diatas 50 cuman 1 itupun 60:( kira2 ada harapan gak ya buat lulus tpb  (cont..)",-1,0
2021-10-21 02:20:00+00:00,"itb! Halo temen2 mau share sedikit pengalaman aku pas tpb, semoga membantu maaf kalo ada kata2 kurang berkenan https://t.co/7jXzXkgec1",0,0
2021-10-21 01:10:00+00:00,Edunex itb! down lagi kah?,-1,0
2021-10-20 18:55:00+00:00,"Hallo itb! Hallo teman semua, gws yah ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ https://t.co/HCMU5M646Z",1,0
2021-10-20 15:40:00+00:00,Gais klo dari jl soekarno hatta ke itb! Naik angkot apa aja ya?,0,0
2021-10-20 15:20:00+00:00,"haii, ada yang tau studio musik buat latihan band gitu di daerah itb! gak ya? kalo tau, tolong infoin nama dan ratenya di reply yaaa. thanks in advance!",0,0
2021-10-20 15:05:00+00:00,itb! haloo ada yang mau bantu like lomba posterku gakk? kalo ada yang mau boleh rep atau like yaa nanti ku dm. makasih bangett 😊,0,1
2021-10-20 14:50:00+00:00,"Sumpah itb! tuh ga ngizinin org libur di hari libur anjir. Namanya doang hari libur, tapi tetep aja, bahkan ada kejaran2 akademik yg harus dikerjain hari ini juga...",-1,0
2021-10-20 13:50:00+00:00,"Itb! Lagi belajar  malam2 buat ujian.
Lapar. ‘Makan gak ya’
Akhirnya makan indomie. Kenyang
‘Baring bentar ah’. Tertidur",0,0
2021-10-20 12:55:00+00:00,Yg ikut blind date kayanya extrovert smua ya? itb!,0,0
2021-10-20 11:05:18+00:00,"🗨️ Replies: 3
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 3

📊 Score: 12 https://t.co/Ky7lXihlXS",0,1
2021-10-20 11:05:18+00:00,"🗨️ Replies: 6
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 5

📊 Score: 23 https://t.co/NfaRrRPuoW",0,1
2021-10-20 11:05:17+00:00,"🗨️ Replies: 6
📎 Quoteds: 4
🔃 Retweets: 0
❤️ Likes: 21

📊 Score: 47 https://t.co/ViAzGO3HZt",0,1
2021-10-20 11:05:17+00:00,"🗨️ Replies: 7
📎 Quoteds: 9
🔃 Retweets: 7
❤️ Likes: 63

📊 Score: 109 https://t.co/SK0efVqulX",0,1
2021-10-20 11:05:17+00:00,"🗨️ Replies: 13
📎 Quoteds: 20
🔃 Retweets: 2
❤️ Likes: 47

📊 Score: 128 https://t.co/MrEGjCt7TT",0,1
2021-10-20 10:35:00+00:00,itb! ada lowongan jd barista di sekitar itb ga yaaa? aku mau apply ;D,0,0
2021-10-20 08:50:00+00:00,"A: gabisa gabisa, matkul sulit

semester depan
Dosen: Selamat A meraih dean list 
itb!",1,0
2021-10-20 08:40:00+00:00,reg flag artinya apa itb!,0,0
2021-10-20 07:30:00+00:00,"Itb!
Guys yg punya masalah terkait mental, either itu moodswings parah atau emang udah dapet diagnosis, kalian cerita ke orang terdekat ga (sahabat/pacar/keluarga)?",-1,0
2021-10-20 03:40:00+00:00,itb! RS di Bandung yang nerima BPJS di mana aja ya??,0,0
2021-10-20 03:00:00+00:00,"itb! halo mau tanya.. di blind date itu ngapain aja sih acaranya? aku mau nyoba ikut, tapi ga niat cari pacar, cuma penasaran aja hihi, nuhunnnn yang jawab",0,0
2021-10-19 18:05:00+00:00,itb! yang baper sama dosen punya daddy issues/mommy issues,-1,0
2021-10-19 17:30:00+00:00,itb! Hari Rabu apa ITB juga libur?,0,0
2021-10-19 16:30:00+00:00,"Um guys kalo mau dapat diagnosis terkait mental, either gue stress or depresi bisa ke konseling itb? Atau harus ke dokter? I mean i see no future for me and its been months since the thought of shoe a side itb!",-1,0
2021-10-19 16:05:00+00:00,"Itb! Gimana sih caranya pengerjaan tugas tuh ke translate pas ujian? Kayak pas ngerjain tugas tuh bisa ngerti/ paham ngerjainnya, tapi pas ujian tuh malah nge freeze 😔",-1,0
2021-10-19 15:45:00+00:00,Pengen ngata ngatain tp takot itb! https://t.co/TreiLjGwP8,-1,0
2021-10-19 14:50:00+00:00,parkiran itb! yang buka itu sipil atau sr ya? WAHYU,0,0
2021-10-19 14:40:01+00:00,"berpendapat atas betapa banyaknya fenomena di negeri ini bukan hanya gue yang kenapa napa
Gue takut, tapi gue gelisah dengan keadaan.
Sekian dan mohon maaf mengganggu🙏🏼",-1,0
2021-10-19 14:40:01+00:00,"gue teringat bahwa pada saat dulu, mahasiswa merupakan penggerak, semangat, dan penuh dengan keberanian.
Namun, gue yang bukan siapa siapa ini takut, takut jika gue bersuara bukan hanya gue yang kenapa napa. Tapi orang tua dan keluarga gue...
Takut kalo gue berani  (cont..)",-1,0
2021-10-19 14:40:01+00:00,"memberi perlindungan malah menjadi yang melemahkan.
Jujur gue yang bukan siapa siapa, tidak punya backingan apapun jadi takut. Takut untuk bersuara atas kegelisahan ini, takut menuliskan pendapat atas suatu kebijakan, tqkut untuk menjadi berani.
Lalu disaat bersamaan  (cont..)",-1,0
